ID_sample,Loci,Merge,Final,ESVlength
ADE_25_01388,COIB1,916458,781184,916199
ADE_25_01389,COIB1,819622,678003,819433
ADE_25_01390,COIB1,562100,462976,558346
ADE_25_01391,COIB1,273423,225816,268170
ADE_25_01392,COIB1,390212,354179,388767
ADE_25_01393,COIB1,847442,812452,847442
ADE_25_01394,COIB1,225489,149745,198085
ADE_25_01395,COIB1,265149,190911,245791
ADE_25_01396,COIB1,691160,544855,687133
ADE_25_01397,COIB1,518146,409093,515863
ADE_25_01398,COIB1,416718,362710,415461
ADE_25_01399,COIB1,508740,374250,504306
ADE_25_01400,COIB1,34752,34741,34741
ADE_25_01401,COIB1,5012,5012,5012
ADE_25_01402,COIB1,152234,152127,152234
ADE_25_01403,COIB1,2252,2252,2252
ADE_25_01404,COIB1,61,0,0
ADE_25_01640,COIB1,1331086,1318264,1327358
ADE_25_01641,COIB1,1698,1698,1698
ADE_25_01642,COIB1,6388,6271,6271
N_25_00090,COIB1,54,0,0
N_25_00091,COIB1,1,1,1
N_25_00092,COIB1,1,1,1
N_25_00093,COIB1,152,0,0
P_25_00072,COIB1,1290921,1283698,1290865
P_25_00073,COIB1,3769347,3746708,3769336
P_25_00074,COIB1,1775237,1763509,1774260
P_25_00075,COIB1,2320,2320,2320
P_25_00076,COIB1,2510312,2501469,2510302
P_25_00077,COIB1,1467626,1462231,1467618
P_25_00078,COIB1,4157397,4123749,4157384
P_25_00079,COIB1,4247876,4223176,4247870
P_25_00080,COIB1,4661562,4637639,4661545
P_25_00081,COIB1,3621867,3589480,3621867
P_25_00082,COIB1,5926760,5888061,5926743
P_25_00083,COIB1,3764690,3740307,3764644
ADE_25_00688,MiFishU,1298997,1127525,1298997
ADE_25_00689,MiFishU,698832,538872,698558
ADE_25_00690,MiFishU,427565,330368,427505
ADE_25_00691,MiFishU,1,1,1
ADE_25_00692,MiFishU,1119,0,0
ADE_25_00693,MiFishU,1209169,1088113,1209169
ADE_25_00694,MiFishU,159846,129475,159803
ADE_25_00695,MiFishU,95707,84294,95654
ADE_25_00696,MiFishU,9030,9030,9030
ADE_25_00697,MiFishU,918511,786184,918511
ADE_25_00698,MiFishU,1107937,890885,1107937
ADE_25_00699,MiFishU,420872,267643,418612
ADE_25_00700,MiFishU,385916,382813,385908
ADE_25_00701,MiFishU,740330,631094,738803
ADE_25_00702,MiFishU,1089701,901280,1089688
ADE_25_00703,MiFishU,455892,345665,455886
ADE_25_00704,MiFishU,1604892,1448059,1604874
ADE_25_00705,MiFishU,633834,555456,633574
ADE_25_00706,MiFishU,788492,725054,784993
ADE_25_00707,MiFishU,479109,449349,479057
ADE_25_00708,MiFishU,1211465,1040001,1211455
ADE_25_00709,MiFishU,748214,658689,748006
ADE_25_00710,MiFishU,563945,493143,563911
ADE_25_00711,MiFishU,24438,19815,24438
ADE_25_00712,MiFishU,508182,429713,507361
ADE_25_00713,MiFishU,648305,577923,648060
ADE_25_00714,MiFishU,5516,3293,3293
ADE_25_00715,MiFishU,490513,431021,490513
ADE_25_00716,MiFishU,745868,638147,745864
ADE_25_00717,MiFishU,1837630,1651819,1814400
ADE_25_00718,MiFishU,896934,724827,896934
ADE_25_00719,MiFishU,1175,0,0
ADE_25_00720,MiFishU,1294,0,0
ADE_25_00730,MiFishU,715971,539873,715971
ADE_25_00731,MiFishU,208622,196941,208535
ADE_25_00732,MiFishU,922907,699592,922900
ADE_25_00733,MiFishU,817489,738161,817489
ADE_25_00734,MiFishU,367169,305560,367161
ADE_25_00735,MiFishU,665179,601630,664688
ADE_25_00736,MiFishU,677307,554090,677287
ADE_25_00737,MiFishU,726485,541756,726416
ADE_25_00738,MiFishU,768260,630633,768254
ADE_25_00739,MiFishU,247893,227484,247249
ADE_25_00740,MiFishU,295089,294171,295089
ADE_25_00741,MiFishU,1041810,748576,1037880
ADE_25_00742,MiFishU,1185975,1128986,1185880
ADE_25_00743,MiFishU,915649,784014,915605
ADE_25_00744,MiFishU,479813,458060,479752
ADE_25_00745,MiFishU,1669917,1494406,1669813
ADE_25_00746,MiFishU,125954,120889,125800
ADE_25_00747,MiFishU,869601,609739,869596
ADE_25_00748,MiFishU,215663,211479,215618
ADE_25_00749,MiFishU,1204398,962540,1204042
ADE_25_00750,MiFishU,12125,10705,12104
ADE_25_00751,MiFishU,211987,158785,211987
ADE_25_00752,MiFishU,519242,378285,519220
ADE_25_00753,MiFishU,517726,375813,474120
ADE_25_00754,MiFishU,185917,157426,174800
ADE_25_00755,MiFishU,201,0,0
ADE_25_00756,MiFishU,481378,380941,465326
ADE_25_00757,MiFishU,526601,375602,526515
ADE_25_00758,MiFishU,911306,633480,911160
ADE_25_00759,MiFishU,920823,898954,920387
ADE_25_00760,MiFishU,1214691,1155911,1214688
ADE_25_00761,MiFishU,371,300,300
ADE_25_00762,MiFishU,704311,631249,704258
ADE_25_00763,MiFishU,365758,351593,365747
ADE_25_00764,MiFishU,812539,718609,812539
ADE_25_00765,MiFishU,160,145,145
ADE_25_00766,MiFishU,1414681,1193844,1414673
ADE_25_00767,MiFishU,376053,297856,372688
ADE_25_00768,MiFishU,989649,804312,989415
ADE_25_00769,MiFishU,49509,46592,46595
ADE_25_00770,MiFishU,1346661,1100756,1346381
ADE_25_00771,MiFishU,471443,437187,471199
ADE_25_00772,MiFishU,28997,28955,28961
ADE_25_00773,MiFishU,148328,145775,148328
ADE_25_01177,MiFishU,1001968,951207,1001968
ADE_25_01178,MiFishU,1822709,1785549,1822383
ADE_25_01179,MiFishU,1340942,1100717,1340931
ADE_25_01180,MiFishU,734362,664246,734356
ADE_25_01181,MiFishU,771510,724044,770755
ADE_25_01182,MiFishU,440822,322832,436998
ADE_25_01183,MiFishU,163,50,50
ADE_25_01184,MiFishU,418283,345705,418269
ADE_25_01185,MiFishU,469165,387841,469102
ADE_25_01186,MiFishU,1274542,874908,1271648
ADE_25_01187,MiFishU,148507,145465,147652
ADE_25_01188,MiFishU,616492,434922,616428
ADE_25_01189,MiFishU,846952,816431,846947
ADE_25_01190,MiFishU,811799,727572,811490
ADE_25_01191,MiFishU,738815,621728,738800
ADE_25_01192,MiFishU,898170,802833,898103
ADE_25_01193,MiFishU,1703870,1670765,1703870
ADE_25_01194,MiFishU,1824961,1795216,1824959
ADE_25_01195,MiFishU,850904,826545,850876
ADE_25_01196,MiFishU,710,710,710
ADE_25_01197,MiFishU,812604,612249,811080
ADE_25_01198,MiFishU,445048,337785,444806
ADE_25_01199,MiFishU,1110936,891285,1110909
ADE_25_01200,MiFishU,1197188,849863,1197178
ADE_25_01201,MiFishU,1251921,769449,1251912
ADE_25_01202,MiFishU,1655529,1128210,1655507
ADE_25_01203,MiFishU,923874,688189,923860
ADE_25_01204,MiFishU,1147931,872957,1147887
ADE_25_01205,MiFishU,825354,594540,825278
ADE_25_01206,MiFishU,735640,637829,735583
ADE_25_01207,MiFishU,971199,859397,971184
ADE_25_01208,MiFishU,833545,744168,833475
ADE_25_01209,MiFishU,1288105,966298,1288079
ADE_25_01210,MiFishU,1434013,1021934,1433985
ADE_25_01211,MiFishU,526833,372372,526833
ADE_25_01212,MiFishU,1285229,800950,1284515
ADE_25_01213,MiFishU,295521,151000,295400
ADE_25_01214,MiFishU,1306273,982491,1306046
ADE_25_01215,MiFishU,474326,315134,474175
ADE_25_01216,MiFishU,776409,332929,768313
ADE_25_01217,MiFishU,885555,641171,885432
ADE_25_01218,MiFishU,0,0,0
ADE_25_01219,MiFishU,315605,255071,315520
ADE_25_01220,MiFishU,1124084,899373,1124074
ADE_25_01221,MiFishU,1571327,1284368,1571108
ADE_25_01222,MiFishU,468565,429253,468052
ADE_25_01223,MiFishU,580560,536157,580292
ADE_25_01224,MiFishU,1182236,976041,1182228
ADE_25_01225,MiFishU,89,2,2
ADE_25_01226,MiFishU,928236,745748,919817
ADE_25_01227,MiFishU,1098185,794892,1097272
ADE_25_01228,MiFishU,950299,941119,950262
ADE_25_01229,MiFishU,1329712,1168374,1329690
ADE_25_01230,MiFishU,360515,66284,360490
ADE_25_01231,MiFishU,104686,96298,104681
ADE_25_01232,MiFishU,468592,446624,468556
ADE_25_01233,MiFishU,408793,402042,408731
ADE_25_01234,MiFishU,1391862,1024001,1391857
ADE_25_01235,MiFishU,1598994,1076483,1598967
ADE_25_01236,MiFishU,1011290,695283,1010890
ADE_25_01237,MiFishU,398337,167947,379863
ADE_25_01238,MiFishU,1026571,680611,1022600
ADE_25_01239,MiFishU,934608,653251,912191
ADE_25_01240,MiFishU,1985975,1415570,1985958
ADE_25_01241,MiFishU,1425511,940002,1425495
ADE_25_01242,MiFishU,677113,443242,676779
ADE_25_01243,MiFishU,255839,248142,255839
ADE_25_01244,MiFishU,1061036,810531,1061033
ADE_25_01245,MiFishU,1122850,940922,1122835
ADE_25_01246,MiFishU,1050984,794196,1050967
ADE_25_01247,MiFishU,1346912,1021666,1346882
ADE_25_01248,MiFishU,1947865,1932176,1947818
ADE_25_01249,MiFishU,480104,431695,480038
ADE_25_01250,MiFishU,1015363,940159,1015305
ADE_25_01251,MiFishU,306670,284652,306655
ADE_25_01252,MiFishU,868554,781993,868516
ADE_25_01253,MiFishU,1199664,1163167,1199652
ADE_25_01254,MiFishU,1812980,1436044,1812961
ADE_25_01255,MiFishU,1309191,1178840,1309185
ADE_25_01256,MiFishU,554878,465421,554857
ADE_25_01257,MiFishU,1040843,838093,1040724
ADE_25_01258,MiFishU,1072929,807296,1072888
ADE_25_01259,MiFishU,3056,2646,2646
ADE_25_01260,MiFishU,1040230,965517,1040101
ADE_25_01261,MiFishU,782818,766160,782726
ADE_25_01262,MiFishU,1044431,1000342,1044366
ADE_25_01263,MiFishU,889530,867238,889055
ADE_25_01264,MiFishU,239,177,177
ADE_25_01265,MiFishU,165,9,9
ADE_25_01266,MiFishU,1509203,1339388,1508521
ADE_25_01267,MiFishU,320091,296521,320055
ADE_25_01268,MiFishU,165711,159295,165335
ADE_25_01269,MiFishU,712316,704785,712294
ADE_25_01270,MiFishU,377294,370981,376226
ADE_25_01271,MiFishU,2046629,2019599,2046361
ADE_25_01272,MiFishU,848657,835180,845313
ADE_25_01273,MiFishU,784892,774030,784798
ADE_25_01274,MiFishU,1088008,836520,1087902
ADE_25_01275,MiFishU,654814,645618,650161
ADE_25_01276,MiFishU,553673,495588,550867
ADE_25_01277,MiFishU,106979,46436,46500
ADE_25_01278,MiFishU,694440,685505,693000
ADE_25_01279,MiFishU,125281,123021,125149
ADE_25_01280,MiFishU,745087,720278,745021
ADE_25_01281,MiFishU,161351,152549,160896
ADE_25_01282,MiFishU,1304176,1258433,1272612
ADE_25_01283,MiFishU,600961,458414,600886
ADE_25_01284,MiFishU,69035,68913,69013
ADE_25_01285,MiFishU,1540666,1153820,1540638
ADE_25_01286,MiFishU,2186142,2097764,2186113
ADE_25_01287,MiFishU,276511,274454,275224
ADE_25_01288,MiFishU,443063,431097,434353
ADE_25_01289,MiFishU,814713,811164,814708
ADE_25_01290,MiFishU,1720831,1562437,1720818
ADE_25_01291,MiFishU,2592911,2297869,2592904
ADE_25_01292,MiFishU,1355128,1340706,1355041
ADE_25_01293,MiFishU,1673502,1329232,1673439
ADE_25_01294,MiFishU,2609508,1838593,2609508
ADE_25_01295,MiFishU,1357190,1044190,1357170
ADE_25_01296,MiFishU,1259442,832341,1259411
ADE_25_01297,MiFishU,1693582,1413469,1692932
ADE_25_01298,MiFishU,1546694,1344893,1546689
ADE_25_01299,MiFishU,584768,480182,584728
ADE_25_01300,MiFishU,1168124,836221,1168124
ADE_25_01301,MiFishU,1461551,1286300,1461479
ADE_25_01302,MiFishU,1204072,1141246,1204072
ADE_25_01303,MiFishU,1178987,1052877,1178154
ADE_25_01304,MiFishU,584216,517973,584084
ADE_25_01305,MiFishU,1310471,1240830,1310471
ADE_25_01306,MiFishU,482499,402170,482452
ADE_25_01307,MiFishU,44,30,30
ADE_25_01308,MiFishU,804988,766480,804978
ADE_25_01309,MiFishU,457586,408657,429844
ADE_25_01310,MiFishU,330,187,187
ADE_25_01311,MiFishU,959069,910051,959048
ADE_25_01312,MiFishU,797371,726509,797287
ADE_25_01313,MiFishU,453475,449341,453380
ADE_25_01314,MiFishU,312788,305642,312731
ADE_25_01315,MiFishU,204,1,1
ADE_25_01316,MiFishU,455753,432088,455687
ADE_25_01317,MiFishU,920227,687119,920211
ADE_25_01318,MiFishU,854516,767006,854370
ADE_25_01319,MiFishU,300794,203959,300632
ADE_25_01320,MiFishU,158,0,0
ADE_25_01321,MiFishU,824510,570792,818654
ADE_25_01322,MiFishU,663303,419189,663283
ADE_25_01323,MiFishU,641395,424376,641231
ADE_25_01324,MiFishU,581058,415607,580872
ADE_25_01325,MiFishU,849561,716417,849129
ADE_25_01326,MiFishU,2512398,1917061,2512385
ADE_25_01327,MiFishU,418250,399665,418248
ADE_25_01328,MiFishU,320659,279623,319488
ADE_25_01329,MiFishU,620604,576392,620600
ADE_25_01330,MiFishU,305895,254856,305854
ADE_25_01331,MiFishU,310146,308483,309756
ADE_25_01332,MiFishU,100519,99940,100427
ADE_25_01333,MiFishU,126,0,0
ADE_25_01334,MiFishU,1442371,1160183,1442367
ADE_25_01335,MiFishU,1551383,1281678,1551195
ADE_25_01336,MiFishU,1231480,886312,1231386
ADE_25_01337,MiFishU,2011418,1587557,2011385
ADE_25_01338,MiFishU,429582,422755,429512
ADE_25_01339,MiFishU,1389140,1049159,1389071
ADE_25_01340,MiFishU,108,108,108
ADE_25_01341,MiFishU,999274,667011,999248
ADE_25_01342,MiFishU,1236705,989021,1236701
ADE_25_01343,MiFishU,1855611,1366623,1855607
ADE_25_01344,MiFishU,1261392,1048884,1261361
ADE_25_01345,MiFishU,1039794,779084,1039740
ADE_25_01346,MiFishU,178621,176705,178418
ADE_25_01347,MiFishU,505391,485866,505222
ADE_25_01348,MiFishU,489298,485332,488439
ADE_25_01349,MiFishU,358333,353615,358224
ADE_25_01350,MiFishU,706792,675721,701020
ADE_25_01351,MiFishU,1167,0,0
ADE_25_01352,MiFishU,92756,91019,92558
ADE_25_01353,MiFishU,399929,389860,399717
ADE_25_01354,MiFishU,309807,286828,291283
ADE_25_01355,MiFishU,3203,1552,1552
ADE_25_01356,MiFishU,128,0,0
ADE_25_01357,MiFishU,260,0,0
ADE_25_01358,MiFishU,98,0,0
ADE_25_01359,MiFishU,0,0,0
ADE_25_01360,MiFishU,328407,290205,327709
ADE_25_01361,MiFishU,643959,456923,643894
ADE_25_01362,MiFishU,985496,823794,985478
ADE_25_01363,MiFishU,1453627,1436097,1453557
ADE_25_01364,MiFishU,1601808,1569245,1601798
ADE_25_01365,MiFishU,48,0,0
ADE_25_01366,MiFishU,579072,457766,578745
ADE_25_01367,MiFishU,834832,694964,834794
ADE_25_01368,MiFishU,249273,228172,249119
ADE_25_01369,MiFishU,769447,766733,769419
ADE_25_01370,MiFishU,150353,149561,150278
ADE_25_01371,MiFishU,437805,432305,437508
ADE_25_01372,MiFishU,0,0,0
ADE_25_01373,MiFishU,1383243,910096,1382028
ADE_25_01374,MiFishU,546472,424308,546409
ADE_25_01375,MiFishU,1410357,969151,1410329
ADE_25_01376,MiFishU,468927,465764,468830
ADE_25_01377,MiFishU,417163,355033,416929
ADE_25_01378,MiFishU,2112994,1744227,2112985
ADE_25_01379,MiFishU,105,0,0
ADE_25_01380,MiFishU,1474883,1083371,1474852
ADE_25_01381,MiFishU,1315590,1072853,1315587
ADE_25_01382,MiFishU,1369540,968598,1369528
ADE_25_01383,MiFishU,793391,657080,793363
ADE_25_01384,MiFishU,822349,738134,822320
ADE_25_01385,MiFishU,1340425,1050912,1340398
ADE_25_01386,MiFishU,449,0,0
ADE_25_01387,MiFishU,1103653,820497,1103447
ADE_25_01388,MiFishU,1318766,1026393,1318740
ADE_25_01389,MiFishU,1973894,1547331,1973753
ADE_25_01390,MiFishU,1661419,1158819,1661415
ADE_25_01391,MiFishU,560177,551099,560060
ADE_25_01392,MiFishU,1077825,847682,1077484
ADE_25_01393,MiFishU,20611,20406,20406
ADE_25_01394,MiFishU,566009,386741,565989
ADE_25_01395,MiFishU,470247,325090,470171
ADE_25_01396,MiFishU,1174968,750660,1174968
ADE_25_01397,MiFishU,558,8,8
ADE_25_01398,MiFishU,186,0,0
ADE_25_01399,MiFishU,2177,985,1032
ADE_25_01400,MiFishU,93,62,62
ADE_25_01401,MiFishU,12,0,0
ADE_25_01402,MiFishU,187,187,187
ADE_25_01403,MiFishU,3178,0,0
ADE_25_01404,MiFishU,336,4,4
ADE_25_01640,MiFishU,179595,177402,177806
ADE_25_01641,MiFishU,1,1,1
ADE_25_01642,MiFishU,11,0,0
N_25_00090,MiFishU,127,117,117
N_25_00091,MiFishU,4599,4478,4478
N_25_00092,MiFishU,278,0,0
N_25_00093,MiFishU,57,57,57
P_25_00072,MiFishU,2065305,2058967,2065305
P_25_00073,MiFishU,3457717,3434563,3457717
P_25_00074,MiFishU,3092275,3074653,3092275
P_25_00075,MiFishU,2689989,2680034,2689989
P_25_00076,MiFishU,3902022,3873572,3902022
P_25_00077,MiFishU,2881218,2868949,2881218
P_25_00078,MiFishU,3736038,3716431,3736038
P_25_00079,MiFishU,4100415,4069501,4100415
P_25_00080,MiFishU,4757993,4738947,4757993
P_25_00081,MiFishU,2250176,2241239,2250176
P_25_00082,MiFishU,4704445,4671715,4704445
P_25_00083,MiFishU,5316326,5297997,5316326
ADE_25_00688,18SV9,1,1,1
ADE_25_00689,18SV9,1,0,0
ADE_25_00691,18SV9,2,2,2
ADE_25_00694,18SV9,1,0,0
ADE_25_00695,18SV9,1,1,1
ADE_25_00698,18SV9,1,0,0
ADE_25_00701,18SV9,1,0,0
ADE_25_00702,18SV9,1,0,0
ADE_25_00704,18SV9,1,1,1
ADE_25_00707,18SV9,1,1,1
ADE_25_00714,18SV9,1,0,0
ADE_25_00733,18SV9,1,1,1
ADE_25_00737,18SV9,1,1,1
ADE_25_00742,18SV9,1,0,0
ADE_25_00744,18SV9,0,0,0
ADE_25_00749,18SV9,1,1,1
ADE_25_00752,18SV9,1,0,0
ADE_25_00762,18SV9,1,0,0
ADE_25_00765,18SV9,1,1,1
ADE_25_00771,18SV9,1,1,1
ADE_25_01177,18SV9,816330,762112,803320
ADE_25_01178,18SV9,962326,869593,938494
ADE_25_01179,18SV9,667156,622579,656332
ADE_25_01180,18SV9,835886,669142,706469
ADE_25_01181,18SV9,966756,896333,932745
ADE_25_01182,18SV9,709760,606697,632371
ADE_25_01183,18SV9,555058,499342,521773
ADE_25_01184,18SV9,680867,520577,539400
ADE_25_01185,18SV9,629753,444805,467247
ADE_25_01186,18SV9,762717,532896,565645
ADE_25_01187,18SV9,928496,767512,804621
ADE_25_01188,18SV9,888334,778095,804237
ADE_25_01189,18SV9,916301,835059,860603
ADE_25_01190,18SV9,562300,488447,510703
ADE_25_01191,18SV9,566649,464522,496142
ADE_25_01192,18SV9,594865,472971,510215
ADE_25_01193,18SV9,1106084,1044034,1082036
ADE_25_01194,18SV9,2447542,2419878,2438991
ADE_25_01195,18SV9,926928,752406,785564
ADE_25_01196,18SV9,515535,410017,432634
ADE_25_01197,18SV9,1247321,1183446,1208607
ADE_25_01198,18SV9,529208,438022,456025
ADE_25_01199,18SV9,498824,384463,399487
ADE_25_01200,18SV9,645415,492673,523711
ADE_25_01201,18SV9,435849,321851,338204
ADE_25_01202,18SV9,510334,365840,387465
ADE_25_01203,18SV9,730291,472626,528736
ADE_25_01204,18SV9,804759,456486,521369
ADE_25_01205,18SV9,803481,529798,611479
ADE_25_01206,18SV9,891537,574773,606270
ADE_25_01207,18SV9,774611,559152,589750
ADE_25_01208,18SV9,979255,603636,635677
ADE_25_01209,18SV9,1242919,1140232,1216239
ADE_25_01210,18SV9,1635969,1514049,1606970
ADE_25_01211,18SV9,1819772,1693837,1798207
ADE_25_01212,18SV9,721870,598421,635973
ADE_25_01213,18SV9,813803,646165,681322
ADE_25_01214,18SV9,711193,610941,647039
ADE_25_01215,18SV9,593430,375099,397453
ADE_25_01216,18SV9,691909,450278,480860
ADE_25_01217,18SV9,626726,450629,479892
ADE_25_01218,18SV9,528190,228349,232868
ADE_25_01219,18SV9,489767,301904,317990
ADE_25_01220,18SV9,539435,259141,270542
ADE_25_01221,18SV9,716900,505920,521105
ADE_25_01222,18SV9,992061,807784,836541
ADE_25_01223,18SV9,914244,746571,773839
ADE_25_01224,18SV9,766211,551247,578725
ADE_25_01225,18SV9,578027,272149,292991
ADE_25_01226,18SV9,473621,219145,228856
ADE_25_01227,18SV9,466385,256744,269384
ADE_25_01228,18SV9,567469,309407,329152
ADE_25_01229,18SV9,446034,193077,202624
ADE_25_01230,18SV9,552318,338485,354982
ADE_25_01231,18SV9,971780,798087,830547
ADE_25_01232,18SV9,1082103,914532,955881
ADE_25_01233,18SV9,1078533,917250,946624
ADE_25_01234,18SV9,1405130,1318573,1383364
ADE_25_01235,18SV9,800560,687282,745302
ADE_25_01236,18SV9,598662,424597,450273
ADE_25_01237,18SV9,621189,293891,306994
ADE_25_01238,18SV9,1349727,1258947,1278025
ADE_25_01239,18SV9,672502,329905,349766
ADE_25_01240,18SV9,579904,402553,438005
ADE_25_01241,18SV9,491813,394590,427551
ADE_25_01242,18SV9,501094,424613,457675
ADE_25_01243,18SV9,484131,386065,413108
ADE_25_01244,18SV9,1186774,946596,1003041
ADE_25_01245,18SV9,1323414,1110474,1184211
ADE_25_01246,18SV9,1436678,1199084,1252617
ADE_25_01247,18SV9,1323833,1194903,1264768
ADE_25_01248,18SV9,1060557,955610,1008467
ADE_25_01249,18SV9,790217,533037,564780
ADE_25_01250,18SV9,1778195,1540055,1605859
ADE_25_01251,18SV9,1221523,1065457,1121944
ADE_25_01252,18SV9,1412515,1217124,1301044
ADE_25_01253,18SV9,885511,544740,597231
ADE_25_01254,18SV9,869537,592540,638966
ADE_25_01255,18SV9,791355,523986,557049
ADE_25_01256,18SV9,684485,318754,330672
ADE_25_01257,18SV9,674092,408352,424545
ADE_25_01258,18SV9,743420,464912,482151
ADE_25_01259,18SV9,1558422,1016026,1083688
ADE_25_01260,18SV9,1254507,884947,929302
ADE_25_01261,18SV9,1484121,1139940,1198345
ADE_25_01262,18SV9,1147592,663419,708399
ADE_25_01263,18SV9,1572196,1205972,1249889
ADE_25_01264,18SV9,885811,390449,403289
ADE_25_01265,18SV9,789734,684570,720339
ADE_25_01266,18SV9,656314,569537,609990
ADE_25_01267,18SV9,388793,291783,308482
ADE_25_01268,18SV9,1646139,1236938,1269205
ADE_25_01269,18SV9,1644146,1201304,1272542
ADE_25_01270,18SV9,1387723,1204825,1269169
ADE_25_01271,18SV9,1198886,1133512,1173367
ADE_25_01272,18SV9,608661,535888,574861
ADE_25_01273,18SV9,862789,788434,833350
ADE_25_01274,18SV9,637123,350168,367082
ADE_25_01275,18SV9,485540,300245,314042
ADE_25_01276,18SV9,725691,459403,484797
ADE_25_01277,18SV9,1484236,1255687,1334526
ADE_25_01278,18SV9,1177914,794629,858367
ADE_25_01279,18SV9,1076280,858692,908054
ADE_25_01280,18SV9,1595525,981178,1033376
ADE_25_01281,18SV9,1416029,868924,916900
ADE_25_01282,18SV9,1406409,913174,973617
ADE_25_01283,18SV9,673249,584027,614070
ADE_25_01284,18SV9,501311,462339,492632
ADE_25_01285,18SV9,696359,634974,684261
ADE_25_01286,18SV9,1272769,837883,889951
ADE_25_01287,18SV9,1362747,903705,1036850
ADE_25_01288,18SV9,1796415,1305689,1372086
ADE_25_01289,18SV9,1231407,952304,1054399
ADE_25_01290,18SV9,1015423,694132,744779
ADE_25_01291,18SV9,1042511,963899,1021954
ADE_25_01292,18SV9,696465,540524,585681
ADE_25_01293,18SV9,852793,587630,631844
ADE_25_01294,18SV9,947798,653084,718997
ADE_25_01295,18SV9,833811,647940,700955
ADE_25_01296,18SV9,881392,630546,685862
ADE_25_01297,18SV9,921094,681929,754984
ADE_25_01298,18SV9,958265,869421,951674
ADE_25_01299,18SV9,978904,891879,971735
ADE_25_01300,18SV9,1263485,1116087,1248931
ADE_25_01301,18SV9,637572,315400,333804
ADE_25_01302,18SV9,1041300,315518,320530
ADE_25_01303,18SV9,657792,222964,228337
ADE_25_01304,18SV9,863822,408232,451672
ADE_25_01305,18SV9,1007550,509041,560510
ADE_25_01306,18SV9,788586,399330,452671
ADE_25_01307,18SV9,496050,378081,406144
ADE_25_01308,18SV9,1018523,509547,524403
ADE_25_01309,18SV9,955297,870238,897564
ADE_25_01310,18SV9,1026448,755602,772544
ADE_25_01311,18SV9,558299,290196,308831
ADE_25_01312,18SV9,833769,576690,606358
ADE_25_01313,18SV9,1081010,878354,910246
ADE_25_01314,18SV9,707165,218213,226251
ADE_25_01315,18SV9,1345565,18581,19439
ADE_25_01316,18SV9,801279,679452,703785
ADE_25_01317,18SV9,1222734,407684,419723
ADE_25_01318,18SV9,1204049,1010103,1026171
ADE_25_01319,18SV9,1491297,222117,229189
ADE_25_01320,18SV9,540554,305633,321286
ADE_25_01321,18SV9,947139,225740,231596
ADE_25_01322,18SV9,925575,159026,163484
ADE_25_01323,18SV9,976585,309544,319629
ADE_25_01324,18SV9,1492943,62490,64416
ADE_25_01325,18SV9,1702332,63415,65145
ADE_25_01326,18SV9,2022408,153128,156265
ADE_25_01327,18SV9,1353559,298645,313041
ADE_25_01328,18SV9,1706221,670813,681254
ADE_25_01329,18SV9,1175766,326316,333843
ADE_25_01330,18SV9,1163092,135695,139375
ADE_25_01331,18SV9,1200475,62857,64792
ADE_25_01332,18SV9,976993,59663,61051
ADE_25_01333,18SV9,727216,404574,423111
ADE_25_01334,18SV9,688320,237066,246541
ADE_25_01335,18SV9,732724,389953,408067
ADE_25_01336,18SV9,720490,401924,413036
ADE_25_01337,18SV9,1067846,400285,403056
ADE_25_01338,18SV9,1423711,231491,236260
ADE_25_01339,18SV9,1364601,67069,68335
ADE_25_01340,18SV9,686142,413676,437938
ADE_25_01341,18SV9,1606533,49590,50476
ADE_25_01342,18SV9,1283452,108777,112360
ADE_25_01343,18SV9,1227774,184582,191557
ADE_25_01344,18SV9,1994524,10766,10950
ADE_25_01345,18SV9,2159195,22755,23410
ADE_25_01346,18SV9,1580627,175799,178054
ADE_25_01347,18SV9,1570919,70779,73056
ADE_25_01348,18SV9,1936645,95294,98853
ADE_25_01349,18SV9,1704822,100467,104781
ADE_25_01350,18SV9,1591629,20528,20964
ADE_25_01351,18SV9,1550334,47398,48679
ADE_25_01352,18SV9,1212268,326564,329176
ADE_25_01353,18SV9,2367644,63863,66605
ADE_25_01354,18SV9,2039363,65200,67560
ADE_25_01355,18SV9,2930394,20302,20461
ADE_25_01356,18SV9,1304819,87638,89515
ADE_25_01357,18SV9,1347947,132150,139225
ADE_25_01358,18SV9,1661533,84354,86442
ADE_25_01359,18SV9,636634,549831,569609
ADE_25_01360,18SV9,1342532,58448,59309
ADE_25_01361,18SV9,1548290,53311,54206
ADE_25_01362,18SV9,1697330,72835,74999
ADE_25_01363,18SV9,1218598,97386,101397
ADE_25_01364,18SV9,1202082,64009,66670
ADE_25_01365,18SV9,1962372,35413,35642
ADE_25_01366,18SV9,678571,191458,197310
ADE_25_01367,18SV9,828230,109416,113226
ADE_25_01368,18SV9,954577,164260,170571
ADE_25_01369,18SV9,2051546,7845,7978
ADE_25_01370,18SV9,2260739,12310,12567
ADE_25_01371,18SV9,2233658,29532,30004
ADE_25_01372,18SV9,3055484,3028240,3052104
ADE_25_01373,18SV9,1337165,154686,167823
ADE_25_01374,18SV9,1495723,93611,95886
ADE_25_01375,18SV9,1577915,79703,81084
ADE_25_01376,18SV9,1834817,19477,19768
ADE_25_01377,18SV9,2142298,12033,12522
ADE_25_01378,18SV9,1566526,35970,37066
ADE_25_01379,18SV9,1068493,510938,549294
